model,batch,residency_pct,precision,bw_gbps,e_union,bytes_per_layer,t_transfer_ms,t_compute_ms,compute_provenance,rho,required_bw_gbps_for_rho1
mixtral,8,37.5,fp16,128,7.144625,1573253283.8400002,12.291041280000002,2.2967424154281617,measured_here,5.351510555748886,684.9933511358576
mixtral,8,50.0,fp16,16,7.144625,1258602627.072,78.66266419200001,2.2967424154281617,measured_here,34.24966755679287,547.994680908686
mixtral,8,50.0,fp16,32,7.144625,1258602627.072,39.331332096000004,2.2967424154281617,measured_here,17.124833778396436,547.994680908686
mixtral,8,50.0,fp16,64,7.144625,1258602627.072,19.665666048000002,2.2967424154281617,measured_here,8.562416889198218,547.994680908686
mixtral,8,50.0,fp16,128,7.144625,1258602627.072,9.832833024000001,2.2967424154281617,measured_here,4.281208444599109,547.994680908686
mixtral,8,75.0,fp16,16,7.144625,629301313.536,39.331332096000004,2.2967424154281617,measured_here,17.124833778396436,273.997340454343
mixtral,8,75.0,fp16,32,7.144625,629301313.536,19.665666048000002,2.2967424154281617,measured_here,8.562416889198218,273.997340454343
mixtral,8,75.0,fp16,64,7.144625,629301313.536,9.832833024000001,2.2967424154281617,measured_here,4.281208444599109,273.997340454343
mixtral,8,75.0,fp16,128,7.144625,629301313.536,4.9164165120000005,2.2967424154281617,measured_here,2.1406042222995545,273.997340454343
mixtral,8,0.0,nf4,16,7.144625,649281630.240768,40.58010189004799,2.2967424154281617,measured_here,17.668547250860517,282.6967560137684
mixtral,8,0.0,nf4,32,7.144625,649281630.240768,20.290050945023996,2.2967424154281617,measured_here,8.834273625430258,282.6967560137684
mixtral,8,0.0,nf4,64,7.144625,649281630.240768,10.145025472511998,2.2967424154281617,measured_here,4.417136812715129,282.6967560137684
mixtral,8,0.0,nf4,128,7.144625,649281630.240768,5.072512736255999,2.2967424154281617,measured_here,2.2085684063575646,282.6967560137684
mixtral,8,12.5,nf4,16,7.144625,568121426.4606719,35.50758915379199,2.2967424154281617,measured_here,15.459978844502952,247.35966151204727
mixtral,8,12.5,nf4,32,7.144625,568121426.4606719,17.753794576895995,2.2967424154281617,measured_here,7.729989422251476,247.35966151204727
mixtral,8,12.5,nf4,64,7.144625,568121426.4606719,8.876897288447998,2.2967424154281617,measured_here,3.864994711125738,247.35966151204727
mixtral,8,12.5,nf4,128,7.144625,568121426.4606719,4.438448644223999,2.2967424154281617,measured_here,1.932497355562869,247.35966151204727
mixtral,8,25.0,nf4,16,7.144625,486961222.68057597,30.435076417535996,2.2967424154281617,measured_here,13.251410438145388,212.02256701032627
mixtral,8,25.0,nf4,32,7.144625,486961222.68057597,15.217538208767998,2.2967424154281617,measured_here,6.625705219072694,212.02256701032627
mixtral,8,25.0,nf4,64,7.144625,486961222.68057597,7.608769104383999,2.2967424154281617,measured_here,3.312852609536347,212.02256701032627
mixtral,8,25.0,nf4,128,7.144625,486961222.68057597,3.8043845521919994,2.2967424154281617,measured_here,1.6564263047681735,212.02256701032627
mixtral,8,37.5,nf4,16,7.144625,405801018.90048,25.362563681279997,2.2967424154281617,measured_here,11.042842031787824,176.68547250860522
mixtral,8,37.5,nf4,32,7.144625,405801018.90048,12.681281840639999,2.2967424154281617,measured_here,5.521421015893912,176.68547250860522
mixtral,8,37.5,nf4,64,7.144625,405801018.90048,6.340640920319999,2.2967424154281617,measured_here,2.760710507946956,176.68547250860522
mixtral,8,37.5,nf4,128,7.144625,405801018.90048,3.1703204601599997,2.2967424154281617,measured_here,1.380355253973478,176.68547250860522
mixtral,8,50.0,nf4,16,7.144625,324640815.120384,20.290050945023996,2.2967424154281617,measured_here,8.834273625430258,141.3483780068842
mixtral,8,50.0,nf4,32,7.144625,324640815.120384,10.145025472511998,2.2967424154281617,measured_here,4.417136812715129,141.3483780068842
mixtral,8,50.0,nf4,64,7.144625,324640815.120384,5.072512736255999,2.2967424154281617,measured_here,2.2085684063575646,141.3483780068842
mixtral,8,50.0,nf4,128,7.144625,324640815.120384,2.5362563681279995,2.2967424154281617,measured_here,1.1042842031787823,141.3483780068842
mixtral,8,75.0,nf4,16,7.144625,162320407.560192,10.145025472511998,2.2967424154281617,measured_here,4.417136812715129,70.6741890034421
mixtral,8,75.0,nf4,32,7.144625,162320407.560192,5.072512736255999,2.2967424154281617,measured_here,2.2085684063575646,70.6741890034421
mixtral,8,75.0,nf4,64,7.144625,162320407.560192,2.5362563681279995,2.2967424154281617,measured_here,1.1042842031787823,70.6741890034421
mixtral,8,75.0,nf4,128,7.144625,162320407.560192,1.2681281840639997,2.2967424154281617,measured_here,0.5521421015893911,70.6741890034421
mixtral,32,0.0,fp16,16,7.9971250000000005,2817559363.584,176.097460224,5.1612064123153685,measured_here,34.119437619043204,545.9110019046914
mixtral,32,0.0,fp16,32,7.9971250000000005,2817559363.584,88.048730112,5.1612064123153685,measured_here,17.059718809521602,545.9110019046914
mixtral,32,0.0,fp16,64,7.9971250000000005,2817559363.584,44.024365056,5.1612064123153685,measured_here,8.529859404760801,545.9110019046914
mixtral,32,0.0,fp16,128,7.9971250000000005,2817559363.584,22.012182528,5.1612064123153685,measured_here,4.2649297023804005,545.9110019046914
mixtral,32,12.5,fp16,16,7.9971250000000005,2465364443.136,154.085277696,5.1612064123153685,measured_here,29.854507916662804,477.6721266666049
mixtral,32,12.5,fp16,32,7.9971250000000005,2465364443.136,77.042638848,5.1612064123153685,measured_here,14.927253958331402,477.6721266666049
mixtral,32,12.5,fp16,64,7.9971250000000005,2465364443.136,38.521319424,5.1612064123153685,measured_here,7.463626979165701,477.6721266666049
mixtral,32,12.5,fp16,128,7.9971250000000005,2465364443.136,19.260659712,5.1612064123153685,measured_here,3.7318134895828505,477.6721266666049
mixtral,32,25.0,fp16,16,7.9971250000000005,2113169522.6880002,132.073095168,5.1612064123153685,measured_here,25.589578214282405,409.4332514285185
mixtral,32,25.0,fp16,32,7.9971250000000005,2113169522.6880002,66.036547584,5.1612064123153685,measured_here,12.794789107141202,409.4332514285185
mixtral,32,25.0,fp16,64,7.9971250000000005,2113169522.6880002,33.018273792,5.1612064123153685,measured_here,6.397394553570601,409.4332514285185
mixtral,32,25.0,fp16,128,7.9971250000000005,2113169522.6880002,16.509136896,5.1612064123153685,measured_here,3.1986972767853006,409.4332514285185
mixtral,32,37.5,fp16,16,7.9971250000000005,1760974602.24,110.06091264,5.1612064123153685,measured_here,21.324648511902,341.1943761904321
mixtral,32,37.5,fp16,32,7.9971250000000005,1760974602.24,55.03045632,5.1612064123153685,measured_here,10.662324255951,341.1943761904321
mixtral,32,37.5,fp16,64,7.9971250000000005,1760974602.24,27.51522816,5.1612064123153685,measured_here,5.3311621279755,341.1943761904321
mixtral,32,37.5,fp16,128,7.9971250000000005,1760974602.24,13.75761408,5.1612064123153685,measured_here,2.66558106398775,341.1943761904321
mixtral,32,50.0,fp16,16,7.9971250000000005,1408779681.792,88.048730112,5.1612064123153685,measured_here,17.059718809521602,272.9555009523457
mixtral,32,50.0,fp16,32,7.9971250000000005,1408779681.792,44.024365056,5.1612064123153685,measured_here,8.529859404760801,272.9555009523457
mixtral,32,50.0,fp16,64,7.9971250000000005,1408779681.792,22.012182528,5.1612064123153685,measured_here,4.2649297023804005,272.9555009523457
mixtral,32,50.0,fp16,128,7.9971250000000005,1408779681.792,11.006091264,5.1612064123153685,measured_here,2.1324648511902002,272.9555009523457
mixtral,32,75.0,fp16,16,7.9971250000000005,704389840.896,44.024365056,5.1612064123153685,measured_here,8.529859404760801,136.47775047617284
mixtral,32,75.0,fp16,32,7.9971250000000005,704389840.896,22.012182528,5.1612064123153685,measured_here,4.2649297023804005,136.47775047617284
mixtral,32,75.0,fp16,64,7.9971250000000005,704389840.896,11.006091264,5.1612064123153685,measured_here,2.1324648511902002,136.47775047617284
mixtral,32,75.0,fp16,128,7.9971250000000005,704389840.896,5.503045632,5.1612064123153685,measured_here,1.0662324255951001,136.47775047617284
mixtral,32,0.0,nf4,16,7.9971250000000005,726754218.3444481,45.422138646528005,5.1612064123153685,measured_here,8.800682440861959,140.8109190537913
mixtral,32,0.0,nf4,32,7.9971250000000005,726754218.3444481,22.711069323264002,5.1612064123153685,measured_here,4.400341220430979,140.8109190537913
mixtral,32,0.0,nf4,64,7.9971250000000005,726754218.3444481,11.355534661632001,5.1612064123153685,measured_here,2.2001706102154897,140.8109190537913
mixtral,32,0.0,nf4,128,7.9971250000000005,726754218.3444481,5.677767330816001,5.1612064123153685,measured_here,1.1000853051077448,140.8109190537913
mixtral,32,12.5,nf4,16,7.9971250000000005,635909941.0513921,39.74437131571201,5.1612064123153685,measured_here,7.700597135754214,123.20955417206741
mixtral,32,12.5,nf4,32,7.9971250000000005,635909941.0513921,19.872185657856004,5.1612064123153685,measured_here,3.850298567877107,123.20955417206741
mixtral,32,12.5,nf4,64,7.9971250000000005,635909941.0513921,9.936092828928002,5.1612064123153685,measured_here,1.9251492839385536,123.20955417206741
mixtral,32,12.5,nf4,128,7.9971250000000005,635909941.0513921,4.968046414464001,5.1612064123153685,measured_here,0.9625746419692768,123.20955417206741
mixtral,32,25.0,nf4,16,7.9971250000000005,545065663.7583361,34.066603984896005,5.1612064123153685,measured_here,6.600511830646469,105.6081892903435
mixtral,32,25.0,nf4,32,7.9971250000000005,545065663.7583361,17.033301992448003,5.1612064123153685,measured_here,3.3002559153232345,105.6081892903435
mixtral,32,25.0,nf4,64,7.9971250000000005,545065663.7583361,8.516650996224001,5.1612064123153685,measured_here,1.6501279576616172,105.6081892903435
mixtral,32,25.0,nf4,128,7.9971250000000005,545065663.7583361,4.258325498112001,5.1612064123153685,measured_here,0.8250639788308086,105.6081892903435
mixtral,32,37.5,nf4,16,7.9971250000000005,454221386.46528006,28.388836654080002,5.1612064123153685,measured_here,5.500426525538724,88.00682440861958
mixtral,32,37.5,nf4,32,7.9971250000000005,454221386.46528006,14.194418327040001,5.1612064123153685,measured_here,2.750213262769362,88.00682440861958
mixtral,32,37.5,nf4,64,7.9971250000000005,454221386.46528006,7.0972091635200005,5.1612064123153685,measured_here,1.375106631384681,88.00682440861958
mixtral,32,37.5,nf4,128,7.9971250000000005,454221386.46528006,3.5486045817600003,5.1612064123153685,measured_here,0.6875533156923405,88.00682440861958
mixtral,32,50.0,nf4,16,7.9971250000000005,363377109.17222404,22.711069323264002,5.1612064123153685,measured_here,4.400341220430979,70.40545952689565
mixtral,32,50.0,nf4,32,7.9971250000000005,363377109.17222404,11.355534661632001,5.1612064123153685,measured_here,2.2001706102154897,70.40545952689565
mixtral,32,50.0,nf4,64,7.9971250000000005,363377109.17222404,5.677767330816001,5.1612064123153685,measured_here,1.1000853051077448,70.40545952689565
mixtral,32,50.0,nf4,128,7.9971250000000005,363377109.17222404,2.8388836654080003,5.1612064123153685,measured_here,0.5500426525538724,70.40545952689565
mixtral,32,75.0,nf4,16,7.9971250000000005,181688554.58611202,11.355534661632001,5.1612064123153685,measured_here,2.2001706102154897,35.20272976344783
mixtral,32,75.0,nf4,32,7.9971250000000005,181688554.58611202,5.677767330816001,5.1612064123153685,measured_here,1.1000853051077448,35.20272976344783
mixtral,32,75.0,nf4,64,7.9971250000000005,181688554.58611202,2.8388836654080003,5.1612064123153685,measured_here,0.5500426525538724,35.20272976344783
mixtral,32,75.0,nf4,128,7.9971250000000005,181688554.58611202,1.4194418327040002,5.1612064123153685,measured_here,0.2750213262769362,35.20272976344783
