model,batch,residency_pct,precision,bw_gbps,e_union,bytes_per_layer,t_transfer_ms,t_compute_ms,compute_provenance,rho,required_bw_gbps_for_rho1
olmoe,1,50.0,nf4,16,8.0,12982419.456,0.811401216,2.9918726973235605,measured_here,0.271201784997689,4.339228559963023
olmoe,1,50.0,nf4,32,8.0,12982419.456,0.405700608,2.9918726973235605,measured_here,0.1356008924988445,4.339228559963023
olmoe,1,50.0,nf4,64,8.0,12982419.456,0.202850304,2.9918726973235605,measured_here,0.06780044624942225,4.339228559963023
olmoe,1,50.0,nf4,128,8.0,12982419.456,0.101425152,2.9918726973235605,measured_here,0.033900223124711124,4.339228559963023
olmoe,1,75.0,nf4,16,8.0,6491209.728,0.405700608,2.9918726973235605,measured_here,0.1356008924988445,2.1696142799815115
olmoe,1,75.0,nf4,32,8.0,6491209.728,0.202850304,2.9918726973235605,measured_here,0.06780044624942225,2.1696142799815115
olmoe,1,75.0,nf4,64,8.0,6491209.728,0.101425152,2.9918726973235605,measured_here,0.033900223124711124,2.1696142799815115
olmoe,1,75.0,nf4,128,8.0,6491209.728,0.050712576,2.9918726973235605,measured_here,0.016950111562355562,2.1696142799815115
olmoe,8,0.0,fp16,16,36.654125,461215629.31200004,28.825976832000002,3.0387732036411763,measured_here,9.486057333090734,151.77691732945175
olmoe,8,0.0,fp16,32,36.654125,461215629.31200004,14.412988416000001,3.0387732036411763,measured_here,4.743028666545367,151.77691732945175
olmoe,8,0.0,fp16,64,36.654125,461215629.31200004,7.2064942080000005,3.0387732036411763,measured_here,2.3715143332726836,151.77691732945175
olmoe,8,0.0,fp16,128,36.654125,461215629.31200004,3.6032471040000003,3.0387732036411763,measured_here,1.1857571666363418,151.77691732945175
olmoe,8,12.5,fp16,16,36.654125,403563675.648,25.222729728,3.0387732036411763,measured_here,8.300300166454392,132.80480266327027
olmoe,8,12.5,fp16,32,36.654125,403563675.648,12.611364864,3.0387732036411763,measured_here,4.150150083227196,132.80480266327027
olmoe,8,12.5,fp16,64,36.654125,403563675.648,6.305682432,3.0387732036411763,measured_here,2.075075041613598,132.80480266327027
