batch,per_token_time_ms,compute_component_ms,transfer_component_ms,total_tpot_ms,feasible_under_slo,compute_provenance,rho
1,8.257536,0.7606208026409149,8.257536,264.241152,False,measured_here,10.856311017696868
2,7.197861888,0.39855377375565615,7.197861888,460.663160832,False,flop_estimate,18.059951660156248
4,5.636800512000001,0.39855377375565615,5.636800512000001,721.5104655360001,False,flop_estimate,14.14313671875
8,3.687312384,0.2870928019285202,3.687312384,943.951970304,False,measured_here,12.843625333797327
16,2.0391275520000005,0.39855377375565615,2.0391275520000005,1044.0333066240003,False,flop_estimate,5.116317260742188
32,1.031821056,0.16128770038485526,1.031821056,1056.584761344,False,measured_here,6.397394553570601
64,0.516096,0.39855377375565615,0.516096,1056.964608,False,flop_estimate,1.2949218749999998
